id,output
q_3580,Solution: (5 * 5) - (2 + 1)
q_3581,Solution: (6 / (2 - (5 - 1))) * 2
q_3582,Solution: (7 - (5 - (2 + 1))) * 2
q_3583,Solution: (8 / (5 - 2)) * (1 + 2)
q_3584,Solution: (9 - 5) * (2 + 1) * 2
q_3585,Solution: (10 - 5) * (2 + 1)
q_3586,Solution: (5 - (12 / (2 + 1))) * 12
q_3587,Solution: (5 - (13 / (2 + 1))) * 1
q_3588,Solution: (6 / (2 - (6 / 1))) * 6
q_3589,Solution: (7 - (6 / (2 + 1))) * 6
q_3590,Solution: (8 / (2 - (6 / 3))) * 1
q_3591,Solution: (9 - 1) * (6 - 2)
q_3592,Solution: (10 - 6) * (2 + 1) * 1
q_3593,Solution: (11 - (6 / (2 - 1))) * 1
q_3594,Solution: (6 / (12 - 6)) * (2 + 1)
q_3595,Solution: (13 - 1) * (2 + 6)
q_3596,Solution: (7 * (2 + 1)) - 7
q_3597,Solution: (8 / (7 - 2)) * (1 + 2)
q_3598,Solution: (9 - 1) * (2 + 7)
q_3599,Solution: (10 - 7) * (2 + 1) * 2
q_3600,Solution: (11 - 7) * (2 + 1)
q_3601,Solution: (12 - 7) * (2 + 1)
q_3602,Solution: (8 / (8 - 2)) * 1
q_3603,Solution: (9 - 1) * (8 - 2)
q_3604,Solution: (10 - 8) * (2 + 1) * 2
q_3605,Solution: (13 - 8) * (2 + 1)
q_3606,Solution: (11 - 1) * (2 + 1)
q_3607,Solution: (12 - 9) * (2 + 1)
q_3608,Solution: (13 - 9) * (2 + 1)
q_3609,Solution: (11 - 1) * (2 + 1)
q_3610,Solution: (12 - 10) * (2 + 1) * 2
q_3611,Solution: (13 - 10) * (2 + 1)
q_3612,Solution: (11 - 1) * (2 + 1)
q_3613,Solution: (12 - 11 + 2) * 1 + 12 - 11 + 2
q_3614,Solution: (13 - 11) * (2 + 1) * 2
q_3615,Solution: (12 / (12 - 12 + 1)) * 2
q_3616,Solution: (13 - 12) * (2 + 1) * 12
q_3617,Solution: (13 - 1) * (2 + 1)
q_3618,Solution: (3 + 3 + 3) * (1 + 1)
q_3619,Solution: (3 + 3) * (4 - 1)
q_3620,Solution: (3 + 3) * (5 - 1)
q_3621,Solution: (6 / (3 - 1)) * 3
q_3622,Solution: (7 - (3 / 3)) * 1
q_3623,Solution: (8 * (3 - (1 / 3)))
q_3624,Solution: (9 - 3) * (3 + 1)
q_3625,Solution: (10 - 1) * (3 - 1)
q_3626,Solution: (11 - 3) * (3 - 1)
q_3627,Solution: (12 - 3) * (3 - 1)
q_3628,Solution: (4 * (3 + (4 / 1)))
q_3629,Solution: (5 - (1 / 4)) * 3
q_3630,Solution: (6 / (3 - 1)) * 4
q_3631,Solution: (7 - (4 / (3 - 1))) * 3
q_3632,Solution: (8 * (3 - (1 / 4)))
q_3633,Solution: (9 - 3) * (4 + 1)
q_3634,Solution: (10 - 1) * (3 - 1)
q_3635,Solution: (11 - (4 / (3 - 1))) * 1
q_3636,Solution: (12 - 4) * (3 - 1)
q_3637,Solution: (13 - (4 / (3 - 1))) * 1
q_3638,Solution: (6 / (5 - 3)) * (1 + 5)
q_3639,Solution: (7 - (5 - (3 - 1))) * 3
q_3640,Solution: (8 * (3 - (5 - 1)))
q_3641,Solution: (9 - 5) * (3 + 1)
q_3642,Solution: (10 - 5) * (3 + 1)
q_3643,Solution: (11 - 5) * (3 + 1)
q_3644,Solution: (12 - 5) * (3 + 1)
q_3645,Solution: (13 - 5) * (3 - 1)
q_3646,Solution: (6 / (3 - 1)) * 6
q_3647,Solution: (7 - (6 / 3)) * 1
q_3648,Solution: (8 / (3 - 1)) * (6 - 1)
q_3649,Solution: (9 - 6) * (3 + 1) * 2
q_3650,Solution: (10 - 6) * (3 + 1)
q_3651,Solution: (11 - (6 / 3)) * 1
q_3652,Solution: (6 / (12 - 6)) * (3 + 1)
q_3653,Solution: (13 - (6 / 3)) * 1
q_3654,Solution: (7 - (1 / 7)) * 3
q_3655,Solution: (8 / (3 - 1)) * (7 - 1)
q_3656,Solution: (9 - 1) * (7 - 3)
q_3657,Solution: (10 - 7) * (3 + 1) * (10 - 7)
q_3658,Solution: (12 - 7) * (3 + 1)
q_3659,Solution: (13 - 7) * (3 + 1)
q_3660,Solution: (8 / (3 - 8 / 1)) * 3
q_3661,Solution: (9 - 1) * (8 - 3)
q_3662,Solution: (10 - 8) * (3 + 1) * (10 - 8) * (3 + 1)
q_3663,Solution: (8 - (11 - 3)) * 1
q_3664,Solution: (12 - 8) * (3 + 1)
q_3665,Solution: (8 - (13 - 8)) * 3
q_3666,Solution: (9 / (9 - 3)) * (1 + 3)
q_3667,Solution: (10 - 1) * (3 - (9 / 9))
q_3668,Solution: (11 - 1) * (3 - (9 / 9))
q_3669,Solution: (12 - 9) * (3 + 1)
q_3670,Solution: (13 - 1) * (9 - 3)
q_3671,Solution: (10 - 1) * (3 - 1)
q_3672,Solution: (11 - 1) * (3 - 1)
q_3673,Solution: (12 - 10) * (3 + 1) * (1 + 1)
q_3674,Solution: (11 - 1) * (3 - 1)
q_3675,Solution: (12 - 11) * (3 + 1) * (1 + 1)
q_3676,Solution: (12 / (12 - 12 + 3)) * 1
q_3677,Solution: (13 - 1) * (3 - 1)
q_3678,Solution: (13 - 1) * (3 - 1)
q_3679,Solution: (4 * (4 + 1)) + 4
q_3680,Solution: (5 - (4 / 4)) * 1
q_3681,Solution: (6 / (4 - (1 + 4))) * 4
q_3682,Solution: (7 - (4 / 4)) * 1
q_3683,Solution: (8 / (4 - 1)) * 4
q_3684,Solution: (9 - (4 / 4)) * 1
q_3685,Solution: (10 - 4) * (4 - 1)
q_3686,Solution: (11 - (4 / 4)) * 1
q_3687,Solution: (12 - 4) * (4 - 1)
q_3688,Solution: (5 - (1 / 5)) * 4
q_3689,Solution: (6 / (5 - 4)) * (1 + 1)
q_3690,Solution: (7 - (5 - (4 - 1))) * 4
q_3691,Solution: (8 * (5 - (4 - 1)))
q_3692,Solution: (9 - 5) * (4 + 1)
q_3693,Solution: (10 - (5 - 1)) * (4 - 1)
q_3694,Solution: (5 - (11 / (4 + 1))) * 11
q_3695,Solution: (12 - 5) * (4 - 1)
q_3696,Solution: (5 - (13 / (4 + 1))) * 1
q_3697,Solution: (6 / (4 - (6 / 1))) * 6
q_3698,Solution: (7 - (6 / (4 - 1))) * 6
q_3699,Solution: (8 * (6 - (4 - 1)))
q_3700,Solution: (9 - 6) * (4 + 1) * (9 - 6)
q_3701,Solution: (10 - 6) * (4 + 1)
q_3702,Solution: (6 - 1) * (11 - 4)
q_3703,Solution: (6 / (12 - 6)) * (4 + 1)
q_3704,Solution: (13 - 1) * (6 - 4)
q_3705,Solution: (7 - (1 / 7)) * 4
q_3706,Solution: (8 * (7 - (4 - 1)))
q_3707,Solution: (9 - 1) * (7 - 4)
q_3708,Solution: (11 - 7) * (4 + 1)
q_3709,Solution: (12 - 7) * (4 + 1)
q_3710,Solution: (13 - 7) * (4 + 1)
q_3711,Solution: (8 / (4 - 1)) * 8
q_3712,Solution: (9 - 1) * (8 - 4)
q_3713,Solution: (8 - (11 - 8)) * (4 + 1)
q_3714,Solution: (12 - 8) * (4 + 1)
q_3715,Solution: (13 - 8) * (4 + 1)
q_3716,Solution: (10 - 1) * (9 - 4)
q_3717,Solution: (11 - 1) * (9 - 4)
q_3718,Solution: (12 - 9) * (4 + 1)
q_3719,Solution: (13 - 9) * (4 + 1)
q_3720,Solution: (10 - 1) * (10 - 4)
q_3721,Solution: (10 - 1) * (4 - 1)
q_3722,Solution: (12 - 10) * (4 + 1) * (1 + 1)
q_3723,Solution: (12 / (12 - 12 + 4)) * 1
q_3724,Solution: 5*(5 - (1/5))
q_3725,Solution: (5 - (1 / 5)) * 6
q_3726,Solution: (5 - (9 / (5 - 1))) * 1
q_3727,Solution: (10 - 5) * (5 - 1)
q_3728,Solution: (5 - (11 / (5 + 1))) * 11
q_3729,Solution: (5 - (12 / (5 - 1))) * 12
q_3730,Solution: (5 - (13 / (5 + 1))) * 13
q_3731,Solution: (6 / (5 - (6 / 1))) * 6
q_3732,Solution: (7 - (6 / (5 - 1))) * 6
q_3733,Solution: (8 / (6 - 5)) * (1 + 1)
q_3734,Solution: (9 - 1) * (6 - 5) * 5 + 1
q_3735,Solution: (10 - (6 / (5 - 1))) * 1
q_3736,Solution: (6 - 1) * (5 + 1)
q_3737,Solution: (6 / (12 - 5)) * 12
q_3738,Solution: (13 - 5) * (6 - 1)
q_3739,Solution: (8 * (5 - (7 - 1)))
q_3740,Solution: (9 - 1) * (7 - 5)
q_3741,Solution: (10 - 7) * (5 + 1)
q_3742,Solution: (7 - (11 / (5 - 1))) * 1
q_3743,Solution: (12 - 5) * (7 - 1)
q_3744,Solution: (13 - 5) * (7 - 1)
q_3745,Solution: (8 / (8 - 5)) * (1 + 8)
q_3746,Solution: (9 - 1) * (8 - 5)
q_3747,Solution: (10 - 8) * (5 + 1)
q_3748,Solution: (8 - (11 - 5)) * 1
q_3749,Solution: (12 - 8) * (5 + 1)
q_3750,Solution: (8 * (5 - (13 - 1)))
q_3751,Solution: (9 - 5) * (9 - 1)
q_3752,Solution: (10 - 5) * (9 - 1)
q_3753,Solution: (11 - (9 / (5 - 1))) * 1
q_3754,Solution: (12 - 5) * (9 - 1)
q_3755,Solution: (13 - 9) * (5 + 1)
q_3756,Solution: (10 - 1) * (5 - (10 / 10))
q_3757,Solution: (11 - 1) * (5 - 1) / 10 + 10
q_3758,Solution: (12 - 10) * (5 + 1)
q_3759,Solution: (13 - 1) * (5 - 10 / 5)
q_3760,Solution: (11 - 1) * (5 - 1)
q_3761,Solution: (12 - 11) * (5 + 1) * (12 - 11) * 5
q_3762,Solution: (12 / (12 - 5)) * 12 - 1
q_3763,Solution: 6/(1-6/6)
q_3764,Solution: (6 / (8 - 6)) * (1 + 6)
q_3765,Solution: (6 / (9 - 6)) * (1 + 6)
q_3766,Solution: (10 - (6 / 6)) * 1
q_3767,Solution: (6 / (11 - 6)) * (1 + 6)
q_3768,Solution: (6 / (12 - 6)) * 1 * 12
q_3769,Solution: (6 / (13 - 6)) * (1 + 1)
q_3770,Solution: (9 - 1) * (7 - 6) * 6
q_3771,Solution: (10 - 7) * (6 + 1)
q_3772,Solution: (11 - 7) * (6 + 1)
q_3773,Solution: (12 - (7 - (6 / 1))) * 1
q_3774,Solution: (8 / (8 - 6)) * (1 + 8)
q_3775,Solution: (9 - 1) * (8 - 6)
q_3776,Solution: (10 - 8) * (6 + 1)
q_3777,Solution: (8 - (11 - 6)) * 1 + 11 - 6
q_3778,Solution: (12 - 8) * (6 + 1)
q_3779,Solution: (13 - 8) * (6 - 1)
q_3780,Solution: (9 - (6 / (9 - 1))) * 6
q_3781,Solution: (10 - (9 - 6)) * 1
q_3782,Solution: (12 - 9) * (6 + 1)
q_3783,Solution: (13 - 9) * (6 + 1)
q_3784,Solution: (12 - 10) * (6 + 1) * 1
q_3785,Solution: (13 - 1) * (10 - 6)
q_3786,Solution: (12 - 11 + 1) * 6
q_3787,Solution: (13 - 11) * (6 + 1)
q_3788,Solution: (12 / (12 - 6)) * 12
q_3789,Solution: (13 - 1) * (6 - (12 / 6))
q_3790,Solution: (9 - 7) * (7 + 1)
q_3791,Solution: (10 - 7) * (7 - 1)
q_3792,Solution: (11 - 7) * (7 - 1)
q_3793,Solution: (12 - 7) * (7 - 1)
q_3794,Solution: (8 / (8 - 7)) * (8 - 1)
q_3795,Solution: (9 - 1) * (8 - 7) * 3
q_3796,Solution: (10 - 8) * (7 + 1)
q_3797,Solution: (8 - (11 - 7)) * 1 + 11 - 8
q_3798,Solution: (12 - 8) * (7 - 1)
q_3799,Solution: (9 - 1) * (9 - 7)
q_3800,Solution: (10 - 7) * (9 + 1)
q_3801,Solution: (11 - 7) * (9 - 1)
q_3802,Solution: (12 - 9) * (7 - 1)
q_3803,Solution: (13 - 9) * (7 - 1)
q_3804,Solution: (12 - 10) * (7 + 1)
q_3805,Solution: (13 - 1) * (10 - 7)
q_3806,Solution: (12 / (12 - 7)) * (12 - 1)
q_3807,Solution: (13 - 1) * (7 - 12 + 1)
q_3808,Solution: (13 - 1) * (7 - (13 / 13))
q_3809,Solution: 8/(8-1/8)
q_3810,Solution: (8 / (9 - 8)) * (1 + 8)
q_3811,Solution: (8 / (10 - 8)) * (1 + 8)
q_3812,Solution: (8 / (11 - 8)) * (1 + 8)
q_3813,Solution: (12 - 8) * (8 - 1)
q_3814,Solution: (11 - 1) * (9 - 8) * 1 + 1
q_3815,Solution: (12 - 8) * (9 - 1)
q_3816,Solution: (13 - 9) * (8 - 1)
q_3817,Solution: (11 - 1) * (10 - 8)
q_3818,Solution: (12 - 10) * (8 + 1)
q_3819,Solution: (13 - 10) * (8 + 1)
q_3820,Solution: (12 - 11) * (8 + 1) * 3
q_3821,Solution: (13 - 11) * (8 + 1)
q_3822,Solution: (12 / (12 - 8)) * (12 - 1)
q_3823,Solution: (12 - (9 / 9)) * 1
q_3824,Solution: (12 - 10) * (9 + 1)
q_3825,Solution: (13 - 1) * (10 - 9) * 24
q_3826,Solution: (11 - (9 / (11 - 1))) * 1
q_3827,Solution: (12 - 11) * (9 + 1)
q_3828,Solution: (13 - 11) * (9 + 1)
q_3829,Solution: (12 / (12 - 9)) * (12 - 1)
q_3830,Solution: (12 - 10) * (10 - 1)
q_3831,Solution: (12 - 11 + 1) * 10
q_3832,Solution: (12 / (12 - 10)) * (1 + 1)
q_3833,Solution: (13 - 10) * (12 - 1)
q_3834,Solution: (12 - 11) * (11 - 1) * 24
q_3835,Solution: (13 - 11) * (11 - 1)
q_3836,Solution: (12 - 11 + 1) * 12
q_3837,Solution: (13 - 11) * (12 - 1)
q_3838,Solution: (13 - 11) * (13 - 1)
q_3839,Solution: (12 / (12 - 12 + 1)) * 12
q_3840,Solution: (13 - 1) * (12 / 12) + 1
q_3841,Solution: (13 - 1) * (1 + 12) / 13
q_3842,Solution: (2 + 2 + 2) * 3
q_3843,Solution: (2 + 2 + 2) * 4
q_3844,Solution: (2 + 2 + 2) * 5
q_3845,Solution: (7 - (2 / 2)) * 2
q_3846,Solution: (8 * (2 + 2)) - 2
q_3847,Solution: (2 + 2 + 2) * (9 - 2 - 2)
q_3848,Solution: (10 - 2) * (2 + 2)
q_3849,Solution: (11 - (2 / 2)) * 2
q_3850,Solution: (12 - 2) * (2 + 2)
q_3851,Solution: (2 + 2) * (13 - 2)
q_3852,Solution: (3 + 3) * (2 + 2)
q_3853,Solution: (3 * 4) * (2 + 2)
q_3854,Solution: (5 * (3 + (2 / 2)))
q_3855,Solution: (6 / (3 - 2)) * 2
q_3856,Solution: (7 - (3 / 2)) * 2
q_3857,Solution: (8 / (3 - 2)) * 2
q_3858,Solution: (9 - 3) * (2 + 2)
q_3859,Solution: (10 - 2) * (3 - 2) * 2
q_3860,Solution: (11 - (3 / 2)) * 2
q_3861,Solution: (12 - 2) * (3 - 2) * 2
q_3862,Solution: (13 - (3 + 2)) * 2
q_3863,Solution: (4 / (2 - (4 / 2))) * 2
q_3864,Solution: (5 - (2 / 2)) * 4
q_3865,Solution: (6 / (2 - (4 / 2))) * 2
q_3866,Solution: (7 - (4 / 2)) * 2
q_3867,Solution: (8 * (4 - (2 / 2)))
q_3868,Solution: (9 - (4 / 2)) * 2
q_3869,Solution: (10 - 2) * (2 + 4)
q_3870,Solution: (11 - (4 / 2)) * 2
q_3871,Solution: (12 - (4 / 2)) * 2
q_3872,Solution: (13 - (4 / 2)) * 2
q_3873,Solution: (5 * 5) - (2 / 2)
q_3874,Solution: (6 / (5 - 2)) * 2
q_3875,Solution: (7 - (5 - (2 / 2))) * 2
q_3876,Solution: (8 / (5 - 2)) * 2
q_3877,Solution: (9 - (5 - 2)) * 2
q_3878,Solution: (10 - (5 - 2)) * 2
q_3879,Solution: (5 - (11 / (2 + 2))) * 2
q_3880,Solution: (12 - 5) * (2 + 2)
q_3881,Solution: (6 / (2 - (6 / 2))) * 2
q_3882,Solution: (7 - (6 / 2)) * 2
q_3883,Solution: (6 * (8 - (2 / 2)))
q_3884,Solution: (9 - (6 / 2)) * 2
q_3885,Solution: (10 - 2) * (2 + 6)
q_3886,Solution: (11 - (6 / 2)) * 2
q_3887,Solution: (6 * (2 + 2)) - 12
q_3888,Solution: (13 - (6 / 2)) * 2
q_3889,Solution: (7 * (2 + 2)) - 7
q_3890,Solution: (8 / (7 - 2)) * 2
q_3891,Solution: (10 - 7) * (2 + 2) * 3
q_3892,Solution: (12 - 7) * (2 + 2)
q_3893,Solution: (13 - (7 - (2 / 2))) * 2
q_3894,Solution: (8 / (2 - (8 / 2))) * 2
q_3895,Solution: (9 - (8 / 2)) * 2
q_3896,Solution: (10 - 8) * (2 + 2) * 3
q_3897,Solution: (12 - 8) * (2 + 2)
q_3898,Solution: (10 - 2) * (2 + 9) / 9 * 9
q_3899,Solution: (11 - (9 / (2 + 2))) * 2
q_3900,Solution: (12 - (9 - (2 / 2))) * 2
q_3901,Solution: (10 * 10 - 2) / 2
q_3902,Solution: (11 - (10 / 2)) * 2
q_3903,Solution: (13 - 10) * (2 + 2)
q_3904,Solution: (11 - (11 / (2 + 2))) * 2
q_3905,Solution: (12 - 11 + 2) * 2
q_3906,Solution: (13 - 11) * (2 + 2) * 3
q_3907,Solution: (12 / (12 - 2)) * 2
q_3908,Solution: (13 - 12) * (2 + 2) * 2
q_3909,Solution: (13 - (13 / (2 + 2))) * 2
q_3910,Solution: 3 * (3 + 3) + 2 - 3
q_3911,Solution: (5 - (3 / 3)) * 2
q_3912,Solution: (6 / (3 - 2)) * 3
q_3913,Solution: (7 - (3 / 3)) * 2
q_3914,Solution: (8 * (3 - (2 / 3)))
q_3915,Solution: (9 - 3) * (3 + 2)
q_3916,Solution: (10 - 3) * (3 - 2) * 2
q_3917,Solution: (3 * (11 - (3 / 2)))
q_3918,Solution: (12 - 3) * (3 - 2) * 2
q_3919,Solution: (3 * (13 - (2 + 3)))
q_3920,Solution: (4 * (3 + (4 / 2)))
q_3921,Solution: (5 - 3) * (4 + 2) * 2
q_3922,Solution: (6 / (3 - (4 / 2))) * 2
q_3923,Solution: (7 - (4 / 2)) * 3
q_3924,Solution: (8 / (4 - 3)) * 2
q_3925,Solution: (9 - 3) * (4 - 2)
q_3926,Solution: (10 - (4 / 2)) * 3
q_3927,Solution: (11 - 3) * (4 - 2)
q_3928,Solution: (12 - (4 / (3 - 2))) * 2
q_3929,Solution: (3 + 4) * (13 - 2) / 2
q_3930,Solution: (5 - (3 / 5)) * 2
q_3931,Solution: (6 / (3 - 5/2)) * 2
q_3932,Solution: (7 - (5 - (3 - 2))) * 2
q_3933,Solution: (8 / (3 - 5/2))
q_3934,Solution: (9 - 5) * (3 + 2)
q_3935,Solution: (10 - (5 - 3)) * 2
q_3936,Solution: (5 - (11 / (3 + 2))) * 2
q_3937,Solution: (12 - 5) * (3 - 2) * 2
q_3938,Solution: (5 - (13 / (3 + 2))) * 2
q_3939,Solution: (6 / (3 - 2)) * 6
q_3940,Solution: (7 - (6 / 3)) * 2
q_3941,Solution: (8 / (3 - (6 / 2))) * 2
q_3942,Solution: (9 - 6) * (3 + 2) * 2
q_3943,Solution: (10 - 6) * (3 + 2)
q_3944,Solution: (6 / (11 - 6)) * (3 + 2)
q_3945,Solution: (6 / (3 - (12 / 2))) * 2
q_3946,Solution: (6 / (3 - (13 / 2))) * 2
q_3947,Solution: (7 - (3 - (2 / 7))) * 7
q_3948,Solution: (8 / (3 - (7 / 2))) * 2
q_3949,Solution: (9 - 7) * (3 + 2) * (9 - 7) * (3 + 2)
q_3950,Solution: (10 - 7) * (3 + 2) * 2
q_3951,Solution: (7 - (11 / (3 - 2))) * 2
q_3952,Solution: (12 - 7) * (3 + 2)
q_3953,Solution: (7 - (13 / (3 + 2))) * 2
q_3954,Solution: (8 / (3 - 8 / 2)) * 3
q_3955,Solution: (9 - 3) * (8 - 2)
q_3956,Solution: (10 - 8) * (3 + 2) * 2
q_3957,Solution: (8 * (3 - (11 - 2)))
q_3958,Solution: (12 - 8) * (3 + 2)
q_3959,Solution: (13 - 8) * (3 + 2)
q_3960,Solution: (9 / (3 - (9 / 3))) * 2
q_3961,Solution: (10 - (9 - (3 - 2))) * 2
q_3962,Solution: (12 - 9) * (3 + 2)
q_3963,Solution: (13 - 9) * (3 + 2)
q_3964,Solution: (10 - (10 / (3 - 2))) * 2
q_3965,Solution: (12 - 10) * (3 + 2)
q_3966,Solution: (10 - (13 - 3)) * 2
q_3967,Solution: (11 - (11 / (3 - 2))) * 2
q_3968,Solution: (12 - 11) * (3 + 2) * 2
q_3969,Solution: (13 - 11) * (3 + 2) * 2
q_3970,Solution: (12 / (12 - 3)) * 2
q_3971,Solution: (12 - (13 - (3 + 2))) * 2
q_3972,Solution: (13 - (13 / (3 - 2))) * 2
q_3973,Solution: (4 + 4) * (4 - 2)
q_3974,Solution: (5 - (4 / 4)) * 2
q_3975,Solution: (6 / (4 - (2 / 4))) * 2
q_3976,Solution: (7 - (4 / 4)) * 2
q_3977,Solution: (8 * (4 - (2 / 4)))
q_3978,Solution: (9 - (4 / 4)) * 2
q_3979,Solution: (10 - 4) * (4 - 2)
q_3980,Solution: (11 - (4 / 4)) * 2
q_3981,Solution: (12 - 4) * (4 - 2)
q_3982,Solution: (4 * (13 - (4 + 2)))
q_3983,Solution: (5 - (2 / 5)) * 4
q_3984,Solution: (6 / (5 - 4)) * 2
q_3985,Solution: (7 - (5 - (4 - 2))) * 2
q_3986,Solution: (8 / (5 - 4)) * 2
q_3987,Solution: (9 - 5) * (4 + 2)
q_3988,Solution: (10 - (5 - (4 - 2))) * 2
q_3989,Solution: (5 - (11 - (4 + 2))) * 2
q_3990,Solution: (12 - 5) * (4 - 2)
q_3991,Solution: (5 - (13 - (4 + 2))) * 2
q_3992,Solution: (6 / (2 - (6 / 4))) * 2
q_3993,Solution: (6 / (7 - 4)) * 2
q_3994,Solution: (6 / (8 - 6)) * (4 + 2)
q_3995,Solution: (6 / (9 - 6)) * (4 + 2)
q_3996,Solution: (6 * (10 - (4 + 2)))
q_3997,Solution: (6 / (11 - 6)) * (2 + 4)
q_3998,Solution: (6 / (12 - 6)) * (2 + 4)
q_3999,Solution: (6 / (13 - 6)) * (2 + 4)
q_4000,\boxed{Red Wings}
q_4001,\boxed{No}
q_4002,\boxed{No}
q_4003,only one can be correct.
q_4004,\boxed{Yes}
q_4005,\boxed{No}
q_4006,\boxed{UNCG Spartans}
